,Unnamed: 0,ID,NAME,PARENT_ID,LOGIN,COL_754,COL_755,COL_756,COL_757,COL_758,COL_759,COL_760,COL_761,COL_762,COL_763,COL_764,COL_765,COL_766,COL_767,COL_769,COL_770,COL_771,COL_772,COL_775,COL_781,COL_782,COL_2156,COL_2463,COL_3163,COL_3243,COL_3363,COL_3468,COL_103506
180,180,1502185.0,"Дом по адресу Интернационала 3-го ул., д.30, с.А",,WS,,,1976,,2048798,1,1,1,45,45,0,,,,2048931,22728486,0,0,,22289205,64071,,22741963,58761330,,0,,
181,181,1502186.0,"Дом по адресу Парковая 9-я ул., д.26, к.1",,404070001,,,1953,,2048798,5,3,60,4797,4040,757,,,,179625102,22728486,3,0,22289162,22289204,18729,,42875644,58761330,45063584,0,,
182,182,1502187.0,ЧЕБОКСАРСКАЯ 11,,WS,,,2006,,2048798,1,1,1,139,139,0,,,,179625091,22728486,0,0,,22289205,260017,,22741963,58761330,,0,,
183,183,1502189.0,ИВАНТЕЕВСКАЯ 1,,404010001,,,1950,,2048912,5,2,36,3153,2573,580,0,0,,179625102,22728486,0,0,22289163,22289204,20146,,42875644,58761330,45063584,0,,
184,184,1502196.0,ЧЕЧУЛИНА 6,,WS,,,1979,,2048789,16,1,111,5312,5305,7,,,,179625090,22728486,1,1,,22289201,28954,,42875644,58761330,45063584,0,,
185,185,1502204.0,МЕТАЛЛУРГОВ 22/22,,404120001,,,1965,,2048755,5,10,199,8974,8974,0,,,,2048929,22728486,0,0,22289162,22289201,14236,,42875644,58761330,45063584,0,,
186,186,1502209.0,"Дом по адресу Парковая 16-я ул., д.3",,WS,,,1952,,2048912,5,2,8,3815,3521,294,,,,179625102,22728486,0,0,,22289204,19296,,22741962,58761330,,0,,
187,187,1502225.0,НОВОГИРЕЕВСКАЯ 7,,404120001,,,1939,,2048912,2,1,8,605,404,201,,,,179625102,22728486,0,0,,22289204,50588,,22741963,58761330,,0,,
188,188,1502238.0,"Дом по адресу Прогонная 2-я ул., д.9",,404010001,,,1972,,2048763,9,3,107,4527,4513,14,,,,179625102,22728486,3,0,,22289201,20820,,42875644,58761330,45063584,0,,
189,189,1502243.0,ОРАНЖЕРЕЙНАЯ 16Б,,WS,,,1958,,2048798,2,2,1,126,126,0,,,,179625119,22728486,0,0,,22289204,50287,,22741963,58761330,,0,,
190,190,1502262.0,ПЕРОВСКАЯ 10,,404120001,,,1971,,56183249,12,1,80,4845,3453,1392,0,0,,179625107,22728486,2,0,,22289201,19433,,42875644,58761330,45063584,0,,
191,191,1502265.0,ФОРТУНАТОВСКАЯ 27А,,404150001,,,1958,,2048912,5,3,30,3396,2043,1353,,,,179625102,22728486,0,0,22289163,22289204,27595,,42875644,58761330,45063584,0,,
192,192,1502268.0,ПЕРВОМАЙСКАЯ 89,,404070001,,,1965,,2048912,9,2,64,3347,2717,630,,,,179625102,22728486,2,0,,22289201,19204,,42875644,58761330,45063584,0,,
193,193,1502272.0,САЯНСКАЯ 7,,WS,,,1973,,2048787,12,7,335,16930,16930,0,,,,2048929,22728486,14,0,,22289201,22768,,42875644,58761330,45063585,0,,
194,194,1502277.0,"Дом по адресу Парковая 5-я ул., д.52",,404070001,,,1960,,2048912,5,9,155,9140,6932,2208,,,,179625102,22728486,0,0,22289162,22289205,18617,,42875644,58761330,45063584,0,,
195,195,1502279.0,ЗЛАТОУСТОВСКАЯ 20,,WS,,,1913,,2048798,1,3,1,84,84,0,,,,2048931,22728486,0,0,,22289204,50231,,22741963,58761330,,0,,
196,196,1502289.0,МУРОМСКАЯ 45,,404080001,,,1959,,2048798,1,2,2,86,86,0,,,,179625119,22728486,0,0,,22289205,15357,,42875644,58761330,45063584,0,,
197,197,1502291.0,МЕТАЛЛУРГОВ 19,,404120001,,,1957,,2048912,5,2,20,1783,1759,24,,,,179625102,22728486,0,0,22289162,22289204,14232,,42875644,58761330,45063584,0,,
198,198,1502295.0,ЩЕРБАКОВСКАЯ 16,,404150001,,,1960,,2048912,12,6,262,19323,16589,2734,0,0,,179625102,22728486,8,0,22289162,22289204,30010,,42875644,58761330,45063584,0,,
199,199,1502296.0,"Дом по адресу Гражданская 4-я ул., д.34, к.3",,404010001,,,1965,,2048912,5,3,60,2607,2587,20,0,0,,179625090,22728486,0,0,22289162,22289201,5930,,42875644,58761330,45063584,0,,
201,201,1502303.0,НОВОКОСИНСКАЯ 38,,WS,,,1987,,2048777,17,2,128,9534,6991,2543,,,,2048929,22728486,2,2,,22289201,16560,,42875644,58761330,45063584,0,,
202,202,1502309.0,БОЛЬШАЯ ЧЕРКИЗОВСКАЯ 6,,404130001,,,1964,,2048755,5,5,100,4444,4444,0,,,,2048929,22728486,0,0,22289163,22289201,28555,,42875644,58761330,45063584,0,,
203,203,1502310.0,МИХЕЛЬСОНА 19А,,WS,,,1947,,2048798,1,1,1,38,38,0,,,,2048931,22728486,0,0,,22289204,51530,,22741963,58761330,,0,,
204,204,1502319.0,НИКИТИНСКАЯ 9,,404070001,,,1967,,2048758,12,2,168,7251,7251,0,,,,179625090,22728486,4,0,,22289201,16166,,42875644,58761330,45063584,0,,
205,205,1502323.0,ЛЕНИНОГОРСКАЯ 26,,WS,,,1938,,2048798,1,3,3,86,86,0,,,,2048931,22728486,0,0,,22289204,50314,,22741963,58761330,,0,,
206,206,1502329.0,МЕТАЛЛУРГОВ 18,,404120001,,,1965,,2048755,5,4,79,3527,3527,0,,,,2048929,22728486,0,0,22289162,22289201,14231,,42875644,58761330,45063584,0,,
207,207,1502333.0,КАСКАДНАЯ 25,,WS,,,1948,,2048798,1,2,2,126,126,0,,,,2048931,22728486,0,0,,22289204,49644,,22741963,58761330,,0,,
208,208,1502334.0,"Дом по адресу Парковая 13-я ул., д.26",,404140001,,,2002,,2048825,17,5,337,19212,19045,167,,,,2048929,22728486,5,5,,22289201,64134,,42875644,58761330,45063584,0,,
209,209,1502343.0,"Дом по адресу Парковая 9-я ул., д.5, к.3",,404070001,,,1960,,2048912,8,1,64,2471,2173,298,,,,179625090,22728486,1,0,,22289201,18712,,42875644,58761330,45063584,0,,
210,210,1502345.0,"Дом по адресу Парковая 13-я ул., д.42",,adm_2019_08_08,,,2004,,2048825,14,4,220,12481,12311,170,,,,2048929,22728486,4,4,,22289201,240037,,42875644,58761330,45063585,0,,
212,212,1502349.0,БОЛЬШАЯ КОСИНСКАЯ 53,,WS,,,1906,,2048798,1,3,2,113,113,0,,,,2048931,22728486,0,0,,22289204,50147,,22741963,58761330,,0,,
213,213,1502351.0,ЕГЕРСКАЯ 3,,WS,,,1977,,2048756,16,2,124,8405,7855,550,0,0,,2048929,22728486,2,2,,22289201,7377,,42875644,58761330,45063584,0,,
214,214,1502359.0,ГОРЫ 15,,404150001,,,1958,,56183255,5,3,45,2527,2490,37,,,,179625102,22728486,0,0,22289163,22289204,24188,,42875644,58761330,45063584,0,,
215,215,1502372.0,ХАБАРОВСКАЯ 14,,operator2,,,1973,,56183268,9,8,287,14223,14223,0,,,,2048929,22728486,8,0,,22289201,28637,,42875644,58761330,45063584,0,,
216,216,1502377.0,СВЯТООЗЕРСКАЯ 4,,404080001,,,2006,,2048880,12,5,204,11878,10755,1123,,,,2048929,22728486,5,5,,22289201,240045,,42875644,58761330,45063584,0,,
217,217,1502382.0,КОРЕННАЯ 8,,WS,,,1982,,2048764,12,2,93,5447,5293,154,,,,2048929,22728486,2,0,,22289201,10929,,42875644,58761330,45063584,0,,
218,218,1502393.0,ПРЕОБРАЖЕНСКИЙ ВАЛ 24,,404130001,,,1928,,2048798,6,6,92,6678,4963,1715,,,,179625102,22728486,0,0,22289162,22289204,20740,,42875644,58761330,45063584,0,,
219,219,1502395.0,МЕТАЛЛУРГОВ 10/23,,404120001,,,1965,,2048755,5,4,80,3495,3495,0,,,,2048929,22728486,0,0,22289162,22289201,14221,,42875644,58761330,45063584,0,,
221,221,1502404.0,СУЗДАЛЬСКАЯ 42,,404110001,,,1987,,2048912,17,2,136,8752,8737,15,,,,2048929,22728486,2,2,,22289201,16570,,42875644,58761330,45063584,0,,
222,222,1502408.0,БАЙКАЛЬСКАЯ 30,,WS,,,1967,,2048758,12,1,84,3640,3640,0,,,,179625092,22728486,2,0,,22289201,1234,,42875644,58761330,45063584,0,,
224,224,1502414.0,УРАЛЬСКАЯ 6,,404050001,,,1964,,2048755,5,6,120,5161,5155,6,,,,2048929,22728486,0,0,22289163,22289201,26816,,42875644,58761330,45063584,0,,
225,225,1502421.0,САЛТЫКОВСКАЯ 7,,WS,,,1998,,2048779,7,5,94,6307,6246,61,,,,2048929,22728486,5,0,,22289201,82036,,42875644,58761330,45063584,0,,
226,226,1502436.0,ЧЕРНОЕ ОЗЕРО 9,,404080001,,,1988,,2048789,16,1,111,5301,5294,7,,,,179625090,22728486,1,1,,22289201,28684,,42875644,58761330,45063584,0,,
227,227,1502437.0,КРАСНОСОЛНЕЧНАЯ 20,,WS,,,1908,,2048798,1,2,1,113,113,0,,,,2048931,22728486,0,0,,22289205,50359,,22741963,58761330,,0,,
228,228,1502451.0,САЯНСКАЯ 11,,WS,,,1990,,2048803,22,1,174,9991,9920,71,,,,179625090,22728486,2,2,,22289201,31238,,42875644,58761330,45063584,0,,
229,229,1502454.0,УТКИНА 41Б,,404150001,,,1958,,2048912,5,2,40,2611,2568,43,,,,179625102,22728486,0,0,22289162,22289204,26935,,42875644,58761330,45063584,0,,
231,231,1502467.0,ПЕХОРСКАЯ 24,,WS,,,1957,,2048798,1,2,2,64,64,0,,,,2048931,22728486,0,0,,22289206,50386,,22741963,58761330,,0,,
232,232,1502471.0,МИХЕЛЬСОНА 41,,WS,,,1922,,2048798,1,6,5,202,202,0,,,,2048931,22728486,0,0,,22289204,49605,,22741963,58761330,,0,,
234,234,1502476.0,ПЛЕХАНОВА 28,,404120001,,,1968,,2048755,5,3,60,2581,2581,0,,,,2048929,22728486,0,0,22289163,22289201,20001,,42875644,58761330,45063584,0,,
235,235,1502485.0,"Дом по адресу Пугачевская 2-я ул., д.12, к.2",,404130001,,,1968,,2048912,9,8,288,14348,14343,5,,,,2048929,22728486,8,0,,22289201,21210,,42875644,58761330,45063584,0,,
236,236,1502487.0,ПЕРВОМАЙСКАЯ 99,,404030001,,,1968,,2048752,5,5,78,4300,3240,1060,,,,179625102,22728486,0,0,22289162,22289201,19210,,42875644,58761330,45063584,0,,
237,237,1502488.0,ШУМКИНА 11А,,adm_2019_08_08,,,2007,,2048798,11,1,45,10283,6373,3910,0,0,,179625111,22728486,1,1,,22289201,240113,,42875644,58761330,45063585,0,,
238,238,1502491.0,НОВОСИБИРСКАЯ 4,,WS,,,1976,,2048912,9,6,210,11698,10360,1338,,,,2048929,22728486,6,0,,22289201,16878,,42875644,58761330,45063584,0,,
240,240,1502527.0,РОЗЫ ЛЮКСЕМБУРГ 39,,WS,,,1926,,2048798,1,4,4,127,127,0,,,,2048931,22728486,0,0,,22289204,49686,,22741963,58761330,,0,,
241,241,1502531.0,"Дом по адресу Парковая 9-я ул., д.16, к.2",,404030001,,,1964,,56183255,5,3,60,2585,2585,0,,,,179625090,22728486,0,0,22289162,22289201,18723,,42875644,58761330,45063584,0,,
242,242,1502532.0,МУРОМСКАЯ 5,,404080001,,,1958,,2048912,1,2,2,86,86,0,,,,179625119,22728486,0,0,,22289205,15335,,42875644,58761330,45063584,0,,
243,243,1502540.0,МИХЕЛЬСОНА 39,,WS,,,1918,,2048798,1,4,3,133,133,0,,,,2048931,22728486,0,0,,22289204,50106,,22741963,58761330,,0,,
245,245,1502545.0,ЧЕБОКСАРСКАЯ 37,,WS,,,1917,,2048798,1,1,1,10,10,0,,,,179625099,22728486,0,0,,22289206,28363,,22741963,58761330,,0,,
246,246,1502557.0,ВЕРХНЯЯ ПЕРВОМАЙСКАЯ 49,,404070001,,,1953,,2048912,5,2,3,3288,1369,1919,,,,179625102,22728486,0,0,22289163,22289204,19247,,22741962,58761330,,0,,
248,248,1502571.0,"Дом по адресу Парковая 13-я ул., д.40",,WS,,,2005,,2048825,17,6,343,20145,19420,725,,,,2048929,22728486,6,6,,22289201,240080,,42875644,58761330,45063584,0,,
249,249,1502579.0,НОВОКОСИНСКАЯ 47,,WS,,,1987,,2048777,17,5,318,24187,17690,6497,0,0,,2048929,22728486,5,5,,22289201,16562,,42875644,58761330,45063584,0,,
250,250,1502580.0,СВЯТООЗЕРСКАЯ 23,,404080001,,,2004,,2048842,9,4,131,6722,6217,505,,,,2048929,22728486,4,4,,22289201,240010,,42875644,58761330,45063584,0,,
251,251,1502583.0,ВЕШНЯКОВСКАЯ 6,,WS,,,1972,,2048781,9,6,215,10601,10601,0,,,,2048929,22728486,6,0,,22289201,3785,,42875644,58761330,45063585,0,,
252,252,1502596.0,НОВОГИРЕЕВСКАЯ 41,,WS,,,2004,,2048842,9,4,123,6736,6231,505,,,,2048929,22728486,4,0,,22289201,250015,,42875644,58761330,45063584,0,,
253,253,1502597.0,ИВАНТЕЕВСКАЯ 2,,404010001,,,1950,,2048912,2,2,12,770,770,0,0,0,,179625119,22728486,0,0,22289162,22289204,20155,,42875644,58761330,45063584,0,,
254,254,1502599.0,МУРОМСКАЯ 3,,404080001,,,1958,,2048912,1,2,2,128,128,0,,,,179625119,22728486,0,0,,22289205,15334,,42875644,58761330,45063584,0,,
255,255,1502610.0,НОВОГИРЕЕВСКАЯ 15,,404120001,,,1958,,2048912,5,2,38,2624,2497,127,,,,179625102,22728486,0,0,22289162,22289204,16460,,42875644,58761330,45063584,0,,
256,256,1502625.0,"Дом по адресу Интернационала 3-го ул., д.25",,404080001,,,1940,,2048912,2,2,8,495,495,0,,,,179625102,22728486,0,0,22289163,22289204,8888,,42875644,58761330,45063584,0,,
257,257,1502640.0,БОРИСА ЖИГУЛЕНКОВА 15,,404150001,,,1958,,2048912,5,3,45,2458,2421,37,,,,179625102,22728486,0,0,22289162,22289204,7760,,42875644,58761330,45063584,0,,
258,258,1502646.0,ОРЕНБУРГСКАЯ 9,,404080001,,,1957,,2048798,1,2,2,143,143,0,,,,2048931,22728486,0,0,,22289205,17669,,42875644,58761330,45063584,0,,
259,259,1502648.0,ЩЕРБАКОВСКАЯ 58А,,404150001,,,1955,,2048912,10,9,282,24431,20569,3862,,,,179625102,22728486,9,9,22289162,22289204,65011,,42875644,58761330,45063584,0,,
260,260,1502662.0,НОВОСИБИРСКАЯ 3,,WS,,,1969,,2048912,12,1,81,5168,3522,1646,0,0,,179625090,22728486,2,0,,22289214,16877,,42875644,58761330,45063584,0,,
263,263,1502686.0,ВЕШНЯКОВСКАЯ 27,,WS,,,1971,,2048781,9,6,215,10535,10535,0,,,,2048929,22728486,6,0,,22289201,3811,,42875644,58761330,45063584,0,,
265,265,1502698.0,ПЛЮЩЕВА 15,,404120001,,,1981,,2048798,12,1,72,3659,3652,7,,,,179625102,22728486,1,1,,22289201,20065,,42875644,58761330,45063584,0,,
266,266,1502699.0,ВЕТЛУЖСКАЯ 4,,WS,,,1998,,2048798,1,2,1,81,81,0,,,,179625102,22728486,0,0,,22289205,82039,,22741963,58761330,,0,,
267,267,1502705.0,БОЛЬШАЯ КОСИНСКАЯ 26А,,WS,,,1923,,2048798,1,2,2,78,78,0,,,,2048931,22728486,0,0,,22289204,50134,,22741963,58761330,,0,,
268,268,1502709.0,ПЛЕХАНОВА 23,,404120001,,,1962,,2048912,5,3,56,3011,2300,711,,,,179625102,22728486,0,0,22289162,22289205,19982,,42875644,58761330,45063584,0,,
269,269,1502713.0,СВЯТООЗЕРСКАЯ 8,,404080001,,,2006,,2048842,14,6,264,15543,14272,1271,,,,2048929,22728486,6,6,,22289201,240053,,42875644,58761330,45063584,0,,
270,270,1502719.0,СРЕДНЯЯ ПЕРВОМАЙСКАЯ 15,,WS,,,2000,,2048798,7,3,43,8101,5908,2193,,,,179625102,22728486,3,0,,22289204,65064,,42875644,58761330,45063585,0,,
271,271,1502726.0,КРАСНОСОЛНЕЧНАЯ 40,,404080001,,,1964,,2048912,3,3,36,1538,1538,0,,,,179625102,22728486,0,0,22289163,22289205,11701,,42875644,58761330,45063584,0,,
272,272,1502728.0,ПЕХОРСКАЯ 1,,WS,,,1928,,2048798,1,1,1,51,51,0,,,,2048931,22728486,0,0,,22289204,50394,,22741963,58761330,,0,,
273,273,1502730.0,МОЛОСТОВЫХ 4,,WS,,,1973,,2048781,9,2,72,3868,3868,0,,,,2048929,22728486,2,0,,22289201,15092,,42875644,58761330,45063584,0,,
275,275,1502744.0,НОВОГИРЕЕВСКАЯ 4,,404120001,,,1960,,2048912,8,4,111,10294,7964,2330,0,0,,179625102,22728486,4,1,22289162,22289204,16441,,42875644,58761330,45063584,0,,
276,276,1502752.0,ПОСЕЛКОВАЯ 17,,WS,,,1937,,2048798,1,4,3,241,241,0,,,,2048931,22728486,0,0,,22289205,49831,,22741963,58761330,,0,,
277,277,1502755.0,СТАРЫЙ ГАЙ 2,,WS,,,1971,,56183256,9,4,144,7227,7227,0,,,,2048929,22728486,4,0,,22289201,24754,,42875644,58761330,45063584,0,,
278,278,1502761.0,КАСКАДНАЯ 1/1,,WS,,,1938,,2048798,2,3,3,231,231,0,,,,2048931,22728486,0,0,,22289211,49641,,22741963,58761330,,0,,
279,279,1502768.0,УТРЕННЯЯ 3,,WS,,,1965,,2048755,5,6,119,5166,5166,0,,,,2048929,22728486,0,0,22289163,22289201,26944,,42875644,58761330,45063584,0,,
280,280,1502769.0,БОЛЬШАЯ КОСИНСКАЯ 136,,WS,,,1968,,2048798,1,2,2,126,126,0,,,,179625102,22728486,0,0,,22289204,49779,,22741963,58761330,,0,,
283,283,1502788.0,"Дом по адресу Парковая 11-я ул., д.8",,404030001,,,1963,,2048912,5,3,56,2502,2359,143,,,,179625102,22728486,0,0,22289162,22289201,18787,,42875644,58761330,45063584,0,,
284,284,1502795.0,ЧЕЧУЛИНА 2,,WS,,,1977,,2048789,16,1,111,5370,5362,8,0,0,,179625090,22728486,1,1,,22289201,28951,,42875644,58761330,45063584,0,,
287,287,1502821.0,КРАСНОСОЛНЕЧНАЯ 1,,WS,,,1898,,2048798,2,5,3,197,197,0,,,,2048931,22728486,0,0,,22289204,50369,,22741963,58761330,,0,,
288,288,1502828.0,МАЛАЯ СЕМЕНОВСКАЯ 15/17,,404130001,,,1929,,2048798,5,2,30,2898,2226,672,,,,179625102,22728486,3,0,22289162,22289204,23367,,42875644,58761330,45063584,0,,
291,291,1502843.0,"Дом по адресу Парковая 5-я ул., д.48, к.1",,404070001,,,1956,,2048912,5,3,65,4455,4455,0,,,,179625102,22728486,0,0,22289163,22289204,18613,,42875644,58761330,45063584,0,,
292,292,1502844.0,ГЛАВНАЯ 21,,404040001,,,1974,,2048752,5,4,80,3395,3395,0,,,,179625102,22728486,0,0,22289162,22289201,5490,,42875644,58761330,45063584,0,,
294,294,1502878.0,НИЖНЯЯ ПЕРВОМАЙСКАЯ 29,,WS,,,1974,,56183256,9,4,143,7836,7106,730,,,,2048929,22728486,4,0,,22289201,19278,,42875644,58761330,45063584,0,,
295,295,1502881.0,БОЛЬШАЯ КОСИНСКАЯ 7/2,,WS,,,1936,,2048798,1,3,3,142,142,0,,,,2048931,22728486,0,0,,22289205,50122,,22741963,58761330,,0,,
296,296,1502882.0,КРАСКОВСКАЯ 62,,WS,,,1919,,2048798,1,3,2,77,77,0,,,,2048931,22728486,0,0,,22289205,50071,,22741963,58761330,,0,,
297,297,1502883.0,"Дом по адресу Парковая 3-я ул., д.33",,404070001,,,1956,,2048912,5,7,122,11445,8762,2683,0,0,,179625102,22728486,0,0,22289162,22289204,18521,,42875644,58761330,45063584,0,,
298,298,1502902.0,"Дом по адресу Парковая 3-я ул., д.50, к.3",,404140001,,,1960,,2048912,5,3,60,2628,2583,45,,,,179625090,22728486,0,0,22289163,22289201,18553,,42875644,58761330,45063584,0,,
299,299,1502911.0,БОЛЬШАЯ КОСИНСКАЯ 160А,,404080001,,,2009,,2048798,1,2,2,428,390,38,,,,2048929,22728486,0,0,22289163,22289204,260009,,42875644,58761330,45063584,0,,
301,301,1502915.0,БОЙЦОВАЯ 18,,404010001,,,1959,,2048912,5,3,40,3498,2792,706,0,0,,179625102,22728486,0,0,22289163,22289204,2362,,42875644,58761330,45063584,0,,
302,302,1502917.0,ВЕТЛУЖСКАЯ 4,,WS,,,1998,,2048798,1,2,1,82,82,0,,,,179625102,22728486,0,0,,22289205,82040,,22741963,58761330,,0,,
303,303,1502932.0,ПЕРОВСКАЯ 46,,WS,,,1966,,2048755,5,4,80,3567,3567,0,,,,2048929,22728486,0,0,22289163,22289201,19481,,42875644,58761330,45063584,0,,
306,306,1502944.0,ГЛАВНАЯ 19А,,404040001,,,1974,,2048781,9,6,214,10598,10584,14,,,,2048929,22728486,6,0,,22289201,5488,,42875644,58761330,45063584,0,,
308,308,1502957.0,БОЛЬШАЯ КОСИНСКАЯ 126,,WS,,,1893,,2048798,1,4,3,124,124,0,,,,2048931,22728486,0,0,,22289204,50202,,22741963,58761330,,0,,
309,309,1502960.0,БОЛЬШАЯ ЧЕРКИЗОВСКАЯ 26,,404130001,,,1965,,2048755,5,6,120,5121,5121,0,,,,2048929,22728486,0,0,22289163,22289201,28600,,42875644,58761330,45063584,0,,
310,310,1502964.0,РЕУТОВСКАЯ 8,,WS,,,1971,,2048781,9,6,215,10563,10563,0,,,,2048929,22728486,6,0,,22289201,21760,,42875644,58761330,45063584,0,,
311,311,1502983.0,ПЛЮЩЕВА 8,,404120001,,,1960,,2048912,5,3,60,2494,2494,0,,,,2048929,22728486,0,0,22289163,22289205,20053,,42875644,58761330,45063584,0,,
312,312,1502987.0,ХАБАРОВСКАЯ 12/23,,WS,,,1974,,2048755,9,12,384,24987,19282,5705,,,,2048929,22728486,12,0,,22289201,28635,,42875644,58761330,45063584,0,,
313,313,1502988.0,"Дом по адресу Парковая 16-я ул., д.45",,WS,,,1966,,56183249,12,1,92,4738,3455,1283,0,0,,179625090,22728486,2,0,,22289201,19012,,42875644,58761330,45063585,0,,
314,314,1502998.0,КАСКАДНАЯ 16А,,WS,,,1937,,2048798,1,3,2,143,143,0,,,,2048931,22728486,0,0,,22289204,50085,,22741963,58761330,,0,,
315,315,1503000.0,КРАСНОБОГАТЫРСКАЯ 9,,404010001,,,2007,,2048798,22,2,294,30325,14446,15879,0,0,,179625111,22728486,2,2,,22289201,240161,,42875644,58761330,45063584,0,,
316,316,1503002.0,ПЕХОРСКАЯ 3,,WS,,,1923,,2048798,1,2,1,33,33,0,,,,2048931,22728486,0,0,,22289204,50392,,22741963,58761330,,0,,
317,317,1503003.0,НОВОСИБИРСКАЯ 6,,WS,,,1976,,2048755,9,8,286,14189,14087,102,,,,2048929,22728486,8,0,,22289201,16882,,42875644,58761330,45063584,0,,
318,318,1503015.0,КОРОЛЕНКО 2,,WS,,,1957,,2048912,5,3,40,3633,2805,828,,,,179625102,22728486,0,0,22289162,22289204,11074,,42875644,58761330,45063584,0,,
319,319,1503017.0,МЕТАЛЛУРГОВ 5,,404120001,,,1957,,2048912,5,3,40,4186,2790,1396,,,,179625102,22728486,0,0,22289162,22289204,14217,,42875644,58761330,45063584,0,,
321,321,1503037.0,УССУРИЙСКАЯ 4,,WS,,,1978,,2048789,16,1,111,5310,5301,9,,,,179625090,22728486,1,1,,22289201,26890,,42875644,58761330,45063584,0,,
322,322,1503039.0,МИХЕЛЬСОНА 30,,WS,,,2010,,2048798,1,1,1,46,46,0,,,,2048931,22728486,0,0,,22289204,260047,,22741963,58761330,,0,,
323,323,1503040.0,"Дом по адресу Владимирская 1-я ул., д.24, к.2",,404120001,,,1957,,2048912,5,3,50,3758,3554,204,,,,179625102,22728486,0,0,22289163,22289204,4006,,42875644,58761330,45063584,0,,
324,324,1503053.0,ПОСЕЛКОВАЯ 35,,WS,,,1936,,2048798,1,3,3,145,145,0,,,,2048931,22728486,0,0,,22289205,49838,,22741963,58761330,,0,,
325,325,1503072.0,АНОСОВА 11,,404120001,,,1966,,2048798,5,3,60,2586,2586,0,,,,2048929,22728486,0,0,22289163,22289201,768,,42875644,58761330,45063584,0,,
326,326,1503076.0,НОВОКОСИНСКАЯ 28,,WS,,,1991,,2048850,22,2,172,11502,11267,235,,,,2048929,22728486,4,2,,22289201,31602,,42875644,58761330,45063584,0,,
